name,url,extents
doi1m2011_41112h2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41112h2nw_usda.tif,"[-112.2500,41.9375,-112.1875,42.0000]"
doi1m2011_41112h6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41112h6nw_usda.tif,"[-112.7500,41.9375,-112.6875,42.0000]"
doi1m2011_41112h7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41112h7ne_usda.tif,"[-112.8125,41.9375,-112.7500,42.0000]"
doi1m2011_41112h7nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41112h7nw_usda.tif,"[-112.8750,41.9375,-112.8125,42.0000]"
doi1m2011_41112h8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41112h8ne_usda.tif,"[-112.9375,41.9375,-112.8750,42.0000]"
doi1m2011_41112h8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41112h8nw_usda.tif,"[-113.0000,41.9375,-112.9375,42.0000]"
doi1m2011_41113h1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h1ne_usda.tif,"[-113.0625,41.9375,-113.0000,42.0000]"
doi1m2011_41113h1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h1nw_usda.tif,"[-113.1250,41.9375,-113.0625,42.0000]"
doi1m2011_41113h2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h2ne_usda.tif,"[-113.1875,41.9375,-113.1250,42.0000]"
doi1m2011_41113h2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h2nw_usda.tif,"[-113.2500,41.9375,-113.1875,42.0000]"
doi1m2011_41113h3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h3ne_usda.tif,"[-113.3125,41.9375,-113.2500,42.0000]"
doi1m2011_41113h3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h3nw_usda.tif,"[-113.3750,41.9375,-113.3125,42.0000]"
doi1m2011_41113h4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h4ne_usda.tif,"[-113.4375,41.9375,-113.3750,42.0000]"
doi1m2011_41113h4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h4nw_usda.tif,"[-113.5000,41.9375,-113.4375,42.0000]"
doi1m2011_41113h5ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h5ne_usda.tif,"[-113.5625,41.9375,-113.5000,42.0000]"
doi1m2011_41113h5nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h5nw_usda.tif,"[-113.6250,41.9375,-113.5625,42.0000]"
doi1m2011_41113h6ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h6ne_usda.tif,"[-113.6875,41.9375,-113.6250,42.0000]"
doi1m2011_41113h6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h6nw_usda.tif,"[-113.7500,41.9375,-113.6875,42.0000]"
doi1m2011_41113h7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h7ne_usda.tif,"[-113.8125,41.9375,-113.7500,42.0000]"
doi1m2011_41113h7nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h7nw_usda.tif,"[-113.8750,41.9375,-113.8125,42.0000]"
doi1m2011_41113h8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h8ne_usda.tif,"[-113.9375,41.9375,-113.8750,42.0000]"
doi1m2011_41113h8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41113h8nw_usda.tif,"[-114.0000,41.9375,-113.9375,42.0000]"
doi1m2011_41114h1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h1ne_usda.tif,"[-114.0625,41.9375,-114.0000,42.0000]"
doi1m2011_41114h1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h1nw_usda.tif,"[-114.1250,41.9375,-114.0625,42.0000]"
doi1m2011_41114h2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h2ne_usda.tif,"[-114.1875,41.9375,-114.1250,42.0000]"
doi1m2011_41114h2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h2nw_usda.tif,"[-114.2500,41.9375,-114.1875,42.0000]"
doi1m2011_41114h3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h3ne_usda.tif,"[-114.3125,41.9375,-114.2500,42.0000]"
doi1m2011_41114h3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h3nw_usda.tif,"[-114.3750,41.9375,-114.3125,42.0000]"
doi1m2011_41114h4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h4ne_usda.tif,"[-114.4375,41.9375,-114.3750,42.0000]"
doi1m2011_41114h4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h4nw_usda.tif,"[-114.5000,41.9375,-114.4375,42.0000]"
doi1m2011_41114h5ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h5ne_usda.tif,"[-114.5625,41.9375,-114.5000,42.0000]"
doi1m2011_41114h5nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h5nw_usda.tif,"[-114.6250,41.9375,-114.5625,42.0000]"
doi1m2011_41114h6ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h6ne_usda.tif,"[-114.6875,41.9375,-114.6250,42.0000]"
doi1m2011_41114h6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h6nw_usda.tif,"[-114.7500,41.9375,-114.6875,42.0000]"
doi1m2011_41114h7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h7ne_usda.tif,"[-114.8125,41.9375,-114.7500,42.0000]"
doi1m2011_41114h8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h8ne_usda.tif,"[-114.9375,41.9375,-114.8750,42.0000]"
doi1m2011_41114h8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41114h8nw_usda.tif,"[-115.0000,41.9375,-114.9375,42.0000]"
doi1m2011_41115h1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h1ne_usda.tif,"[-115.0625,41.9375,-115.0000,42.0000]"
doi1m2011_41115h1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h1nw_usda.tif,"[-115.1250,41.9375,-115.0625,42.0000]"
doi1m2011_41115h2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h2ne_usda.tif,"[-115.1875,41.9375,-115.1250,42.0000]"
doi1m2011_41115h2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h2nw_usda.tif,"[-115.2500,41.9375,-115.1875,42.0000]"
doi1m2011_41115h3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h3ne_usda.tif,"[-115.3125,41.9375,-115.2500,42.0000]"
doi1m2011_41115h3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h3nw_usda.tif,"[-115.3750,41.9375,-115.3125,42.0000]"
doi1m2011_41115h4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h4ne_usda.tif,"[-115.4375,41.9375,-115.3750,42.0000]"
doi1m2011_41115h4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h4nw_usda.tif,"[-115.5000,41.9375,-115.4375,42.0000]"
doi1m2011_41115h5ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h5ne_usda.tif,"[-115.5625,41.9375,-115.5000,42.0000]"
doi1m2011_41115h5nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h5nw_usda.tif,"[-115.6250,41.9375,-115.5625,42.0000]"
doi1m2011_41115h6ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h6ne_usda.tif,"[-115.6875,41.9375,-115.6250,42.0000]"
doi1m2011_41115h6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h6nw_usda.tif,"[-115.7500,41.9375,-115.6875,42.0000]"
doi1m2011_41115h7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h7ne_usda.tif,"[-115.8125,41.9375,-115.7500,42.0000]"
doi1m2011_41115h7nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h7nw_usda.tif,"[-115.8750,41.9375,-115.8125,42.0000]"
doi1m2011_41115h8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h8ne_usda.tif,"[-115.9375,41.9375,-115.8750,42.0000]"
doi1m2011_41115h8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41115h8nw_usda.tif,"[-116.0000,41.9375,-115.9375,42.0000]"
doi1m2011_41116h1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h1ne_usda.tif,"[-116.0625,41.9375,-116.0000,42.0000]"
doi1m2011_41116h1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h1nw_usda.tif,"[-116.1250,41.9375,-116.0625,42.0000]"
doi1m2011_41116h2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h2ne_usda.tif,"[-116.1875,41.9375,-116.1250,42.0000]"
doi1m2011_41116h2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h2nw_usda.tif,"[-116.2500,41.9375,-116.1875,42.0000]"
doi1m2011_41116h3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h3ne_usda.tif,"[-116.3125,41.9375,-116.2500,42.0000]"
doi1m2011_41116h3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h3nw_usda.tif,"[-116.3750,41.9375,-116.3125,42.0000]"
doi1m2011_41116h4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h4ne_usda.tif,"[-116.4375,41.9375,-116.3750,42.0000]"
doi1m2011_41116h4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h4nw_usda.tif,"[-116.5000,41.9375,-116.4375,42.0000]"
doi1m2011_41116h5ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h5ne_usda.tif,"[-116.5625,41.9375,-116.5000,42.0000]"
doi1m2011_41116h5nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h5nw_usda.tif,"[-116.6250,41.9375,-116.5625,42.0000]"
doi1m2011_41116h6ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h6ne_usda.tif,"[-116.6875,41.9375,-116.6250,42.0000]"
doi1m2011_41116h6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h6nw_usda.tif,"[-116.7500,41.9375,-116.6875,42.0000]"
doi1m2011_41116h7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h7ne_usda.tif,"[-116.8125,41.9375,-116.7500,42.0000]"
doi1m2011_41116h7nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h7nw_usda.tif,"[-116.8750,41.9375,-116.8125,42.0000]"
doi1m2011_41116h8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h8ne_usda.tif,"[-116.9375,41.9375,-116.8750,42.0000]"
doi1m2011_41116h8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41116h8nw_usda.tif,"[-117.0000,41.9375,-116.9375,42.0000]"
doi1m2011_41117h1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/41/doi1m2011_41117h1ne_usda.tif,"[-117.0625,41.9375,-117.0000,42.0000]"
doi1m2011_42111a1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a1ne_usda.tif,"[-111.0625,42.0625,-111.0000,42.1250]"
doi1m2011_42111a1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a1nw_usda.tif,"[-111.1250,42.0625,-111.0625,42.1250]"
doi1m2011_42111a1se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a1se_usda.tif,"[-111.0625,42.0000,-111.0000,42.0625]"
doi1m2011_42111a1sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a1sw_usda.tif,"[-111.1250,42.0000,-111.0625,42.0625]"
doi1m2011_42111a2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a2ne_usda.tif,"[-111.1875,42.0625,-111.1250,42.1250]"
doi1m2011_42111a2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a2nw_usda.tif,"[-111.2500,42.0625,-111.1875,42.1250]"
doi1m2011_42111a2se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a2se_usda.tif,"[-111.1875,42.0000,-111.1250,42.0625]"
doi1m2011_42111a2sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a2sw_usda.tif,"[-111.2500,42.0000,-111.1875,42.0625]"
doi1m2011_42111a3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a3ne_usda.tif,"[-111.3125,42.0625,-111.2500,42.1250]"
doi1m2011_42111a3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a3nw_usda.tif,"[-111.3750,42.0625,-111.3125,42.1250]"
doi1m2011_42111a3se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a3se_usda.tif,"[-111.3125,42.0000,-111.2500,42.0625]"
doi1m2011_42111a3sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a3sw_usda.tif,"[-111.3750,42.0000,-111.3125,42.0625]"
doi1m2011_42111a4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a4ne_usda.tif,"[-111.4375,42.0625,-111.3750,42.1250]"
doi1m2011_42111a4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a4nw_usda.tif,"[-111.5000,42.0625,-111.4375,42.1250]"
doi1m2011_42111a4se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111a4se_usda.tif,"[-111.4375,42.0000,-111.3750,42.0625]"
